"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"19059","GO:1905218",0.999999999999999,0.972150624259651,0,1,"cellular response to astaxanthin","BP"
"19233","GO:1905705",0.999999999999999,0.949129382433874,0,1,NA,NA
"19234","GO:1905708",0.999999999999999,0.97081572214262,0,1,"regulation of cell morphogenesis involved in conjugation with cellular fusion","BP"
"19441","GO:1990426",0.999999999999999,0.92159318521623,0,2,"mitotic recombination-dependent replication fork processing","BP"
"19464","GO:1990505",0.999999999999999,0.92159318521623,0,2,"mitotic DNA replication maintenance of fidelity","BP"
"19474","GO:1990545",0.999999999999999,0.969041633306704,0,1,"mitochondrial thiamine pyrophosphate transmembrane transport","BP"
"19535","GO:1990763",0.999999999999999,0.887180398504985,0,3,"arrestin family protein binding","MF"
"19553","GO:1990819",0.999999999999999,0.97081572214262,0,1,"actin fusion focus","CC"
"19563","GO:1990839",0.999999999999999,0.852175201586279,0,5,"response to endothelin","BP"
"19725","GO:2000220",0.999999999999999,0.97081572214262,0,1,"regulation of pseudohyphal growth","BP"
"19726","GO:2000222",0.999999999999999,0.97081572214262,0,1,"positive regulation of pseudohyphal growth","BP"
"19754","GO:2000277",0.999999999999999,0.97081572214262,0,1,"positive regulation of oxidative phosphorylation uncoupler activity","BP"
"19759","GO:2000284",0.999999999999999,0.97081572214262,0,1,"positive regulation of amino acid biosynthetic process","BP"
"20004","GO:2000771",0.999999999999999,0.963096767718695,0,1,"positive regulation of establishment or maintenance of cell polarity regulating cell shape","BP"
"20022","GO:2000809",0.999999999999999,0.972150624259651,0,1,"positive regulation of synaptic vesicle clustering","BP"
"20096","GO:2001034",0.999999999999999,0.71223132972368,0,10,"positive regulation of double-strand break repair via nonhomologous end joining","BP"
"20101","GO:2001040",0.999999999999999,0.962454132360078,0,1,"positive regulation of cellular response to drug","BP"
"20104","GO:2001046",0.999999999999999,0.773577224136057,0,7,"positive regulation of integrin-mediated signaling pathway","BP"
"106","GO:0000225",0.999999999999999,0.970755173880281,0,1,"N-acetylglucosaminylphosphatidylinositol deacetylase activity","MF"
"259","GO:0000730",0.999999999999999,0.772801508557118,0,8,"DNA recombinase assembly","BP"
"334","GO:0000921",0.999999999999999,0.953454275239254,0,1,"septin ring assembly","BP"
"488","GO:0001545",0.999999999999999,0.958328625448801,0,1,"primary ovarian follicle growth","BP"
"714","GO:0001939",0.999999999999999,0.810333702368029,0,7,"female pronucleus","CC"
"748","GO:0001983",0.999999999999999,0.971937040847869,0,1,"baroreceptor response to increased systemic arterial blood pressure","BP"
"749","GO:0001985",0.999999999999999,0.971937040847869,0,1,"negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure","BP"
"750","GO:0001987",0.999999999999999,0.971937040847869,0,1,"vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure","BP"
"756","GO:0001994",0.999999999999999,0.971937040847869,0,1,"norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure","BP"
"876","GO:0002199",0.999999999999999,0.868918709090234,0,4,"zona pellucida receptor complex","CC"
"897","GO:0002246",0.999999999999999,0.924814805966794,0,2,"wound healing involved in inflammatory response","BP"
"948","GO:0002347",0.999999999999999,0.859165591932138,0,4,"response to tumor cell","BP"
"1038","GO:0002604",0.999999999999999,0.915512956866533,0,2,"regulation of dendritic cell antigen processing and presentation","BP"
"1045","GO:0002635",0.999999999999999,0.890123265657668,0,3,"negative regulation of germinal center formation","BP"
"1391","GO:0003357",0.999999999999999,0.913540083007601,0,3,"noradrenergic neuron differentiation","BP"
"1611","GO:0004064",0.999999999999999,0.809012662021887,0,6,"arylesterase activity","MF"
"1626","GO:0004090",0.999999999999999,0.860629124873462,0,5,"carbonyl reductase (NADPH) activity","MF"
"1634","GO:0004105",0.999999999999999,0.918799182198953,0,2,"choline-phosphate cytidylyltransferase activity","MF"
"1643","GO:0004119",0.999999999999999,0.953454275239254,0,1,"cGMP-inhibited cyclic-nucleotide phosphodiesterase activity","MF"
"1658","GO:0004142",0.999999999999999,0.936688294937735,0,2,"diacylglycerol cholinephosphotransferase activity","MF"
"1823","GO:0004514",0.999999999999999,0.969796072336415,0,1,"nicotinate-nucleotide diphosphorylase (carboxylating) activity","MF"
"1833","GO:0004526",0.999999999999999,0.826037924971114,0,6,"ribonuclease P activity","MF"
"1955","GO:0004711",0.999999999999999,0.894410834707125,0,3,"ribosomal protein S6 kinase activity","MF"
"2033","GO:0004820",0.999999999999999,0.933139193308898,0,2,"glycine-tRNA ligase activity","MF"
"2083","GO:0004937",0.999999999999999,0.971937040847869,0,1,"alpha1-adrenergic receptor activity","MF"
"2084","GO:0004938",0.999999999999999,0.938308454733485,0,2,"alpha2-adrenergic receptor activity","MF"
"2094","GO:0004963",0.999999999999999,0.958328625448801,0,1,"follicle-stimulating hormone receptor activity","MF"
"2095","GO:0004964",0.999999999999999,0.958328625448801,0,1,"luteinizing hormone receptor activity","MF"
"2102","GO:0004983",0.999999999999999,0.935839874982425,0,2,"neuropeptide Y receptor activity","MF"
"2108","GO:0004996",0.999999999999999,0.958328625448801,0,1,"thyroid-stimulating hormone receptor activity","MF"
"2231","GO:0005290",0.999999999999999,0.787549696428544,0,7,"L-histidine transmembrane transporter activity","MF"
"2315","GO:0005534",0.999999999999999,0.85962658936701,0,5,"galactose binding","MF"
"2379","GO:0005690",0.999999999999999,0.94059938650983,0,2,"U4atac snRNP","CC"
"2407","GO:0005742",0.999999999999999,0.859383199229982,0,5,"mitochondrial outer membrane translocase complex","CC"
"2644","GO:0006102",0.999999999999999,0.844562678268997,0,5,"isocitrate metabolic process","BP"
"2710","GO:0006225",0.999999999999999,0.971937040847869,0,1,"UDP biosynthetic process","BP"
"2717","GO:0006240",0.999999999999999,0.971937040847869,0,1,"dCDP biosynthetic process","BP"
"2837","GO:0006426",0.999999999999999,0.933139193308898,0,2,"glycyl-tRNA aminoacylation","BP"
"3012","GO:0006662",0.999999999999999,0.764720419970532,0,7,"glycerol ether metabolic process","BP"
"3099","GO:0006784",0.999999999999999,0.936971570824364,0,2,"heme A biosynthetic process","BP"
"3283","GO:0007078",0.999999999999999,0.958328625448801,0,1,"lamin depolymerization","BP"
"3561","GO:0007489",0.999999999999999,0.970755173880281,0,1,"maintenance of imaginal histoblast diploidy","BP"
"3570","GO:0007499",0.999999999999999,0.970755173880281,0,1,"ectoderm and mesoderm interaction","BP"
"3582","GO:0007512",0.999999999999999,0.702953541120047,0,9,"adult heart development","BP"
"3679","GO:0008035",0.999999999999999,0.844907643670316,0,5,"high-density lipoprotein particle binding","MF"
"3693","GO:0008056",0.999999999999999,0.807433798739409,0,7,"ocellus development","BP"
"3735","GO:0008131",0.999999999999999,0.74972501041529,0,8,"primary amine oxidase activity","MF"
"3879","GO:0008353",0.999999999999999,0.809363320001124,0,6,"RNA polymerase II CTD heptapeptide repeat kinase activity","MF"
"4033","GO:0008641",0.999999999999999,0.750342398268578,0,8,"ubiquitin-like modifier activating enzyme activity","MF"
"4160","GO:0009134",0.999999999999999,0.850168899389045,0,5,"nucleoside diphosphate catabolic process","BP"
"4210","GO:0009191",0.999999999999999,0.850168899389045,0,5,"ribonucleoside diphosphate catabolic process","BP"
"4213","GO:0009194",0.999999999999999,0.971937040847869,0,1,"pyrimidine ribonucleoside diphosphate biosynthetic process","BP"
"4959","GO:0014060",0.999999999999999,0.81739657252836,0,6,"regulation of epinephrine secretion","BP"
"5010","GO:0014839",0.999999999999999,0.970755173880281,0,1,"myoblast migration involved in skeletal muscle regeneration","BP"
"5257","GO:0015732",0.999999999999999,0.753944470264375,0,8,"prostaglandin transport","BP"
"5294","GO:0015812",0.999999999999999,0.637465845432196,0,10,"gamma-aminobutyric acid transport","BP"
"5341","GO:0015898",0.999999999999999,0.74972501041529,0,8,"amiloride transport","BP"
"5500","GO:0016230",0.999999999999999,0.952206097653598,0,1,"sphingomyelin phosphodiesterase activator activity","MF"
"5644","GO:0016505",0.999999999999999,0.75807846219231,0,8,"peptidase activator activity involved in apoptotic process","MF"
"5823","GO:0016833",0.999999999999999,0.910297264136154,0,3,"oxo-acid-lyase activity","MF"
"5835","GO:0016857",0.999999999999999,0.754051973617385,0,8,"racemase and epimerase activity, acting on carbohydrates and derivatives","MF"
"6029","GO:0018158",0.999999999999999,0.789208231730913,0,7,"protein oxidation","BP"
"6105","GO:0018963",0.999999999999999,0.971937040847869,0,1,"phthalate metabolic process","BP"
"6156","GO:0019145",0.999999999999999,0.966331577192755,0,1,"aminobutyraldehyde dehydrogenase activity","MF"
"6163","GO:0019185",0.999999999999999,0.888627612809212,0,3,"snRNA-activating protein complex","CC"
"6222","GO:0019348",0.999999999999999,0.837359428013554,0,6,"dolichol metabolic process","BP"
"6484","GO:0021578",0.999999999999999,0.829257122929125,0,5,"hindbrain maturation","BP"
"6504","GO:0021626",0.999999999999999,0.829257122929125,0,5,"central nervous system maturation","BP"
"6563","GO:0021778",0.999999999999999,0.937239595279674,0,2,"oligodendrocyte cell fate specification","BP"
"6565","GO:0021780",0.999999999999999,0.937239595279674,0,2,"glial cell fate specification","BP"
"6805","GO:0030060",0.999999999999999,0.909227206226699,0,3,"L-malate dehydrogenase activity","MF"
"7218","GO:0030911",0.999999999999999,0.852921703334878,0,4,"TPR domain binding","MF"
"7321","GO:0031106",0.999999999999999,0.953454275239254,0,1,"septin ring organization","BP"
"7479","GO:0031414",0.999999999999999,0.766181707182502,0,8,"N-terminal protein acetyltransferase complex","CC"
"7553","GO:0031544",0.999999999999999,0.966331577192755,0,1,"peptidyl-proline 3-dioxygenase activity","MF"
"7561","GO:0031566",0.999999999999999,0.953454275239254,0,1,"actomyosin contractile ring maintenance","BP"
"7655","GO:0031753",0.999999999999999,0.936437462357424,0,2,"endothelial differentiation G protein-coupled receptor binding","MF"
"7656","GO:0031755",0.999999999999999,0.936437462357424,0,2,"Edg-2 lysophosphatidic acid receptor binding","MF"
"7689","GO:0031933",0.999999999999999,0.884133648705978,0,3,NA,NA
"7706","GO:0031958",0.999999999999999,0.796456952439647,0,6,"corticosteroid receptor signaling pathway","BP"
"7819","GO:0032189",0.999999999999999,0.953454275239254,0,1,"maintenance of actomyosin contractile ring localization","BP"
"7953","GO:0032417",0.999999999999999,0.971937040847869,0,1,"positive regulation of sodium:proton antiporter activity","BP"
"8091","GO:0032643",0.999999999999999,0.946534570707047,0,1,"regulation of connective tissue growth factor production","BP"
"8130","GO:0032723",0.999999999999999,0.946534570707047,0,1,"positive regulation of connective tissue growth factor production","BP"
"8188","GO:0032811",0.999999999999999,0.81739657252836,0,6,"negative regulation of epinephrine secretion","BP"
"8262","GO:0032958",0.999999999999999,0.734123088550126,0,7,"inositol phosphate biosynthetic process","BP"
"8577","GO:0033862",0.999999999999999,0.971937040847869,0,1,"UMP kinase activity","MF"
"8606","GO:0034045",0.999999999999999,0.723708959618854,0,9,"phagophore assembly site membrane","CC"
"8679","GO:0034213",0.999999999999999,0.969796072336415,0,1,"quinolinate catabolic process","BP"
"8691","GO:0034239",0.999999999999999,0.953454275239254,0,1,"regulation of macrophage fusion","BP"
"8692","GO:0034241",0.999999999999999,0.953454275239254,0,1,"positive regulation of macrophage fusion","BP"
"8745","GO:0034374",0.999999999999999,0.777686037925642,0,6,"low-density lipoprotein particle remodeling","BP"
"8847","GO:0034607",0.999999999999999,0.894549001517339,0,3,"turning behavior involved in mating","BP"
"9107","GO:0035178",0.999999999999999,0.894549001517339,0,3,"turning behavior","BP"
"9116","GO:0035191",0.999999999999999,0.82118242730446,0,6,"nuclear axial expansion","BP"
"9264","GO:0035402",0.999999999999999,0.914796659983276,0,2,"histone H3T11 kinase activity","MF"
"9268","GO:0035407",0.999999999999999,0.914796659983276,0,2,NA,NA
"9273","GO:0035434",0.999999999999999,0.739902134377653,0,8,"copper ion transmembrane transport","BP"
"9290","GO:0035472",0.999999999999999,0.958328625448801,0,1,"choriogonadotropin hormone receptor activity","MF"
"9432","GO:0035736",0.999999999999999,0.921631896241008,0,2,"cell proliferation involved in compound eye morphogenesis","BP"
"9491","GO:0035874",0.999999999999999,0.74972501041529,0,8,"cellular response to copper ion starvation","BP"
"9512","GO:0035921",0.999999999999999,0.970755173880281,0,1,"desmosome disassembly","BP"
"9647","GO:0036212",0.999999999999999,0.953454275239254,0,1,"contractile ring maintenance","BP"
"9719","GO:0036430",0.999999999999999,0.971937040847869,0,1,"CMP kinase activity","MF"
"9809","GO:0038106",0.999999999999999,0.958328625448801,0,1,"choriogonadotropin hormone binding","MF"
"9831","GO:0038194",0.999999999999999,0.958328625448801,0,1,"thyroid-stimulating hormone signaling pathway","BP"
"9848","GO:0039529",0.999999999999999,0.86493522590112,0,4,"RIG-I signaling pathway","BP"
"10109","GO:0042450",0.999999999999999,0.936487090764182,0,2,"arginine biosynthetic process via ornithine","BP"
"10233","GO:0042700",0.999999999999999,0.958328625448801,0,1,"luteinizing hormone signaling pathway","BP"
"10308","GO:0042824",0.999999999999999,0.909556508152931,0,3,"MHC class I peptide loading complex","CC"
"10328","GO:0042921",0.999999999999999,0.796456952439647,0,6,"glucocorticoid receptor signaling pathway","BP"
"10570","GO:0043335",0.999999999999999,0.970755173880281,0,1,"protein unfolding","BP"
"10580","GO:0043371",0.999999999999999,0.708235814573265,0,10,"negative regulation of CD4-positive, alpha-beta T cell differentiation","BP"
"10659","GO:0043519",0.999999999999999,0.718491588145627,0,8,"regulation of myosin II filament organization","BP"
"10737","GO:0043651",0.999999999999999,0.812588269686164,0,6,"linoleic acid metabolic process","BP"
"10924","GO:0044339",0.999999999999999,0.907008283098705,0,3,"canonical Wnt signaling pathway involved in osteoblast differentiation","BP"
"11106","GO:0045035",0.999999999999999,0.731712975232407,0,8,"sensory organ precursor cell division","BP"
"11161","GO:0045134",0.999999999999999,0.874963078033476,0,4,"UDP phosphatase activity","MF"
"11440","GO:0045741",0.999999999999999,0.789892465547179,0,7,"positive regulation of epidermal growth factor-activated receptor activity","BP"
"11480","GO:0045818",0.999999999999999,0.971937040847869,0,1,"negative regulation of glycogen catabolic process","BP"
"11513","GO:0045872",0.999999999999999,0.811469807611927,0,7,NA,NA
"11603","GO:0046041",0.999999999999999,0.944392068862153,0,2,"ITP metabolic process","BP"
"11612","GO:0046062",0.999999999999999,0.971937040847869,0,1,"dCDP metabolic process","BP"
"11670","GO:0046160",0.999999999999999,0.936971570824364,0,2,"heme a metabolic process","BP"
"11775","GO:0046485",0.999999999999999,0.764720419970532,0,7,"ether lipid metabolic process","BP"
"11903","GO:0046704",0.999999999999999,0.971937040847869,0,1,"CDP metabolic process","BP"
"11904","GO:0046705",0.999999999999999,0.971937040847869,0,1,"CDP biosynthetic process","BP"
"12038","GO:0047105",0.999999999999999,0.966331577192755,0,1,"4-trimethylammoniobutyraldehyde dehydrogenase activity","MF"
"12223","GO:0048203",0.999999999999999,0.940259583710158,0,2,"vesicle targeting, trans-Golgi to endosome","BP"
"12274","GO:0048298",0.999999999999999,0.873093607376281,0,3,"positive regulation of isotype switching to IgA isotypes","BP"
"12298","GO:0048341",0.999999999999999,0.785912768851474,0,7,"paraxial mesoderm formation","BP"
"12640","GO:0050265",0.999999999999999,0.91324003071623,0,2,"RNA uridylyltransferase activity","MF"
"13216","GO:0051583",0.999999999999999,0.938613770763448,0,2,"dopamine uptake involved in synaptic transmission","BP"
"13305","GO:0051759",0.999999999999999,0.973508227235688,0,1,"sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation","BP"
"13384","GO:0051934",0.999999999999999,0.938613770763448,0,2,"catecholamine uptake involved in synaptic transmission","BP"
"13454","GO:0052597",0.999999999999999,0.74972501041529,0,8,"diamine oxidase activity","MF"
"13455","GO:0052598",0.999999999999999,0.74972501041529,0,8,"histamine oxidase activity","MF"
"13456","GO:0052629",0.999999999999999,0.745316618204992,0,7,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","MF"
"13469","GO:0052717",0.999999999999999,0.969796072336415,0,1,"tRNA-specific adenosine-34 deaminase activity","MF"
"13470","GO:0052718",0.999999999999999,0.969796072336415,0,1,"tRNA-specific adenosine-34 deaminase complex","CC"
"13792","GO:0060295",0.999999999999999,0.790280051199657,0,7,"regulation of cilium movement involved in cell motility","BP"
"13793","GO:0060296",0.999999999999999,0.790280051199657,0,7,"regulation of cilium beat frequency involved in ciliary motility","BP"
"13840","GO:0060352",0.999999999999999,0.970083433073726,0,1,"cell adhesion molecule production","BP"
"13913","GO:0060457",0.999999999999999,0.913440618075828,0,2,"negative regulation of digestive system process","BP"
"14008","GO:0060623",0.999999999999999,0.73910237428662,0,8,"regulation of chromosome condensation","BP"
"14087","GO:0060762",0.999999999999999,0.909660365994356,0,3,"regulation of branching involved in mammary gland duct morphogenesis","BP"
"14241","GO:0061055",0.999999999999999,0.862901321042677,0,4,"myotome development","BP"
"14399","GO:0061400",0.999999999999999,0.955878859264392,0,1,"positive regulation of transcription from RNA polymerase II promoter in response to calcium ion","BP"
"14689","GO:0070127",0.999999999999999,0.933139193308898,0,2,"tRNA aminoacylation for mitochondrial protein translation","BP"
"14698","GO:0070142",0.999999999999999,0.730289959950348,0,8,"synaptic vesicle budding","BP"
"14699","GO:0070150",0.999999999999999,0.933139193308898,0,2,"mitochondrial glycyl-tRNA aminoacylation","BP"
"14801","GO:0070346",0.999999999999999,0.945177122401018,0,2,"positive regulation of fat cell proliferation","BP"
"14802","GO:0070347",0.999999999999999,0.945177122401018,0,2,"regulation of brown fat cell proliferation","BP"
"14803","GO:0070349",0.999999999999999,0.945177122401018,0,2,"positive regulation of brown fat cell proliferation","BP"
"14864","GO:0070473",0.999999999999999,0.938308454733485,0,2,"negative regulation of uterine smooth muscle contraction","BP"
"14910","GO:0070563",0.999999999999999,0.970755173880281,0,1,"negative regulation of vitamin D receptor signaling pathway","BP"
"14950","GO:0070650",0.999999999999999,0.913266463375717,0,2,"actin filament bundle distribution","BP"
"15028","GO:0070831",0.999999999999999,0.864273703369403,0,3,"basement membrane assembly","BP"
"15185","GO:0071169",0.999999999999999,0.848251875052118,0,5,"establishment of protein localization to chromatin","BP"
"15289","GO:0071373",0.999999999999999,0.958328625448801,0,1,"cellular response to luteinizing hormone stimulus","BP"
"15453","GO:0071640",0.999999999999999,0.901466505589923,0,3,"regulation of macrophage inflammatory protein 1 alpha production","BP"
"15531","GO:0071818",0.999999999999999,0.942932506396008,0,2,"BAT3 complex","CC"
"15557","GO:0071871",0.999999999999999,0.730602356133328,0,8,"response to epinephrine","BP"
"15590","GO:0071927",0.999999999999999,0.938308454733485,0,2,"octopamine signaling pathway","BP"
"15668","GO:0072095",0.999999999999999,0.882561015637954,0,4,"regulation of branch elongation involved in ureteric bud branching","BP"
"15715","GO:0072179",0.999999999999999,0.906885362877458,0,3,"nephric duct formation","BP"
"15799","GO:0072379",0.999999999999999,0.942932506396008,0,2,"ER membrane insertion complex","CC"
"15844","GO:0072518",0.999999999999999,0.946534570707047,0,1,"Rho-dependent protein serine/threonine kinase activity","MF"
"15851","GO:0072526",0.999999999999999,0.969796072336415,0,1,"pyridine-containing compound catabolic process","BP"
"16097","GO:0090118",0.999999999999999,0.843941221951307,0,4,"receptor-mediated endocytosis involved in cholesterol transport","BP"
"16143","GO:0090186",0.999999999999999,0.913440618075828,0,2,"regulation of pancreatic juice secretion","BP"
"16144","GO:0090188",0.999999999999999,0.913440618075828,0,2,"negative regulation of pancreatic juice secretion","BP"
"16365","GO:0090735",0.999999999999999,0.772801508557118,0,8,"DNA repair complex assembly","BP"
"16465","GO:0097185",0.999999999999999,0.74972501041529,0,8,"cellular response to azide","BP"
"16841","GO:0098810",0.999999999999999,0.938613770763448,0,2,"neurotransmitter reuptake","BP"
"16887","GO:0098895",0.999999999999999,0.960579182597991,0,1,"postsynaptic endosome membrane","CC"
"16932","GO:0098999",0.999999999999999,0.960579182597991,0,1,"extrinsic component of postsynaptic endosome membrane","CC"
"17096","GO:0106037",0.999999999999999,0.82118242730446,0,6,"apicomedial cortex","CC"
"17167","GO:0120126",0.999999999999999,0.74972501041529,0,8,"response to copper ion starvation","BP"
"17217","GO:0150031",0.999999999999999,0.946534570707047,0,1,"regulation of protein localization to lysosome","BP"
"17218","GO:0150033",0.999999999999999,0.946534570707047,0,1,"negative regulation of protein localization to lysosome","BP"
"17232","GO:1900029",0.999999999999999,0.808093484122957,0,5,"positive regulation of ruffle assembly","BP"
"17283","GO:1900125",0.999999999999999,0.865655852502388,0,3,"regulation of hyaluronan biosynthetic process","BP"
"17364","GO:1900387",0.999999999999999,0.970755173880281,0,1,NA,NA
"17449","GO:1901090",0.999999999999999,0.906577875022835,0,3,"regulation of protein tetramerization","BP"
"17530","GO:1901339",0.999999999999999,0.768935849631299,0,7,"regulation of store-operated calcium channel activity","BP"
"17573","GO:1901523",0.999999999999999,0.821416156047418,0,6,"icosanoid catabolic process","BP"
"17635","GO:1901656",0.999999999999999,0.938509241762284,0,2,"glycoside transport","BP"
"17658","GO:1901693",0.999999999999999,0.960579182597991,0,1,"negative regulation of compound eye retinal cell apoptotic process","BP"
"17733","GO:1901977",0.999999999999999,0.731355963982928,0,8,"negative regulation of cell cycle checkpoint","BP"
"17758","GO:1902019",0.999999999999999,0.790280051199657,0,7,"regulation of cilium-dependent cell motility","BP"
"17968","GO:1902626",0.999999999999999,0.893301558005855,0,4,"assembly of large subunit precursor of preribosome","BP"
"18589","GO:1904059",0.999999999999999,0.746839800480201,0,10,"regulation of locomotor rhythm","BP"
"18621","GO:1904170",0.999999999999999,0.953454275239254,0,1,"regulation of bleb assembly","BP"
"18622","GO:1904172",0.999999999999999,0.953454275239254,0,1,"positive regulation of bleb assembly","BP"
"18646","GO:1904245",0.999999999999999,0.970755173880281,0,1,"regulation of polynucleotide adenylyltransferase activity","BP"
"18647","GO:1904247",0.999999999999999,0.970755173880281,0,1,"positive regulation of polynucleotide adenylyltransferase activity","BP"
"18763","GO:1904531",0.999999999999999,0.897870098658407,0,3,"positive regulation of actin filament binding","BP"
"18799","GO:1904618",0.999999999999999,0.897870098658407,0,3,"positive regulation of actin binding","BP"
"18902","GO:1904816",0.999999999999999,0.75573919720602,0,8,"positive regulation of protein localization to chromosome, telomeric region","BP"
"18957","GO:1904954",0.999999999999999,0.902975758983202,0,3,"canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","BP"
"19062","GO:1905229",0.999999999999999,0.958328625448801,0,1,"cellular response to thyrotropin-releasing hormone","BP"
"19103","GO:1905340",0.999999999999999,0.849055051040076,0,4,"regulation of protein localization to kinetochore","BP"
"19105","GO:1905342",0.999999999999999,0.849055051040076,0,4,"positive regulation of protein localization to kinetochore","BP"
"19450","GO:1990448",0.999999999999999,0.939705043080107,0,2,"exon-exon junction complex binding","MF"
"155","GO:0000320",0.999999999999999,0.847454514780843,0,5,"re-entry into mitotic cell cycle","BP"
"383","GO:0001013",0.999999999999999,0.827695963043183,0,5,NA,NA
"430","GO:0001163",0.999999999999999,0.827695963043183,0,5,"RNA polymerase I transcription regulatory region sequence-specific DNA binding","MF"
"470","GO:0001514",0.999999999999999,0.809853927285652,0,6,"selenocysteine incorporation","BP"
"482","GO:0001534",0.999999999999999,0.932719274089058,0,2,"radial spoke","CC"
"593","GO:0001748",0.999999999999999,0.929632588000608,0,2,"insect visual primordium development","BP"
"696","GO:0001916",0.999999999999999,0.899958328340964,0,3,"positive regulation of T cell mediated cytotoxicity","BP"
"851","GO:0002152",0.999999999999999,0.884671903148263,0,4,"bile acid conjugation","BP"
"870","GO:0002190",0.999999999999999,0.938047068389703,0,2,"cap-independent translational initiation","BP"
"872","GO:0002192",0.999999999999999,0.938047068389703,0,2,"IRES-dependent translational initiation of linear mRNA","BP"
"1079","GO:0002691",0.999999999999999,0.821175052973675,0,4,"regulation of cellular extravasation","BP"
"1244","GO:0003100",0.999999999999999,0.788477763862482,0,8,"regulation of systemic arterial blood pressure by endothelin","BP"
"1275","GO:0003162",0.999999999999999,0.969987006709794,0,1,"atrioventricular node development","BP"
"1278","GO:0003165",0.999999999999999,0.969987006709794,0,1,"Purkinje myocyte development","BP"
"1280","GO:0003168",0.999999999999999,0.969987006709794,0,1,"Purkinje myocyte differentiation","BP"
"1347","GO:0003292",0.999999999999999,0.969987006709794,0,1,"cardiac septum cell differentiation","BP"
"1487","GO:0003854",0.999999999999999,0.9680931157485,0,1,"3-beta-hydroxy-delta5-steroid dehydrogenase activity","MF"
"1534","GO:0003940",0.999999999999999,0.963542288558219,0,1,"L-iduronidase activity","MF"
"1662","GO:0004147",0.999999999999999,0.96630466185879,0,1,NA,NA
"1676","GO:0004168",0.999999999999999,0.966021117495899,0,1,"dolichol kinase activity","MF"
"1725","GO:0004356",0.999999999999999,0.937858544580965,0,2,"glutamate-ammonia ligase activity","MF"
"1787","GO:0004465",0.999999999999999,0.825694734176863,0,5,"lipoprotein lipase activity","MF"
"1791","GO:0004470",0.999999999999999,0.935332103009211,0,2,"malic enzyme activity","MF"
"1832","GO:0004525",0.999999999999999,0.916694638575197,0,2,"ribonuclease III activity","MF"
"1981","GO:0004743",0.999999999999999,0.965884875650281,0,1,"pyruvate kinase activity","MF"
"2082","GO:0004936",0.999999999999999,0.911973343526684,0,3,"alpha-adrenergic receptor activity","MF"
"2172","GO:0005150",0.999999999999999,0.969987006709794,0,1,"interleukin-1, type I receptor binding","MF"
"2228","GO:0005283",0.999999999999999,0.76185376612925,0,8,"amino acid:sodium symporter activity","MF"
"2236","GO:0005314",0.999999999999999,0.76185376612925,0,8,"high-affinity L-glutamate transmembrane transporter activity","MF"
"2280","GO:0005457",0.999999999999999,0.938409560975853,0,2,"GDP-fucose transmembrane transporter activity","MF"
"2317","GO:0005537",0.999999999999999,0.717314229104123,0,9,"mannose binding","MF"
"2410","GO:0005745",0.999999999999999,0.925381424604454,0,2,"m-AAA complex","CC"
"2522","GO:0005916",0.999999999999999,0.869370513464911,0,3,"fascia adherens","CC"
"2537","GO:0005937",0.999999999999999,0.938415792137828,0,2,"mating projection","CC"
"2625","GO:0006068",0.999999999999999,0.835118890450653,0,6,"ethanol catabolic process","BP"
"2739","GO:0006279",0.999999999999999,0.97386634576333,0,1,"premeiotic DNA replication","BP"
"2781","GO:0006349",0.999999999999999,0.733544506973914,0,9,"regulation of gene expression by genomic imprinting","BP"
"2885","GO:0006501",0.999999999999999,0.764603564007933,0,8,"C-terminal protein lipidation","BP"
"2917","GO:0006542",0.999999999999999,0.937858544580965,0,2,"glutamine biosynthetic process","BP"
"2966","GO:0006598",0.999999999999999,0.936322943552219,0,2,"polyamine catabolic process","BP"
"3122","GO:0006824",0.999999999999999,0.904524556035885,0,3,"cobalt ion transport","BP"
"3136","GO:0006850",0.999999999999999,0.948002880397013,0,2,"mitochondrial pyruvate transmembrane transport","BP"
"3390","GO:0007260",0.999999999999999,0.959297266389197,0,1,"tyrosine phosphorylation of STAT protein","BP"
"3507","GO:0007418",0.999999999999999,0.699106165689043,0,10,"ventral midline development","BP"
"3809","GO:0008250",0.999999999999999,0.744215432653108,0,9,"oligosaccharyltransferase complex","CC"
"3865","GO:0008331",0.999999999999999,0.837308921125814,0,4,"high voltage-gated calcium channel activity","MF"
"3893","GO:0008377",0.999999999999999,0.903101260368805,0,3,"light-induced release of internally sequestered calcium ion","BP"
"3897","GO:0008381",0.999999999999999,0.818989964161841,0,4,"mechanosensitive monoatomic ion channel activity","MF"
"3917","GO:0008422",0.999999999999999,0.785830463459416,0,6,"beta-glucosidase activity","MF"
"4422","GO:0009845",0.999999999999999,0.9680931157485,0,1,"seed germination","BP"
"4599","GO:0010521",0.999999999999999,0.741016923425428,0,9,"telomerase inhibitor activity","MF"
"4649","GO:0010621",0.999999999999999,0.888821783798926,0,3,"negative regulation of transcription by transcription factor localization","BP"
