gene_id,A_R1_001.bam.gtf,B_R1_001.bam.gtf,C_R1_001.bam.gtf,D_R1_001.bam.gtf,E_R1_001.bam.gtf,F_R1_001.bam.gtf,G_R1_001.bam.gtf,H_R1_001.bam.gtf,L_R1_001.bam.gtf,M_R1_001.bam.gtf,N_R1_001.bam.gtf
STRG.3878,938,841,235,144,1009,471,1180,675,1140,922,679
STRG.3873,1137,2383,1378,1331,1829,1993,1768,1538,1721,1790,410
STRG.3872,4503,8657,9760,10368,7578,4889,10589,4547,5546,5384,2655
STRG.3871,397,320,539,427,514,319,415,405,298,403,208
STRG.3870,626,783,19,39,1316,220,701,748,571,408,139
STRG.3877,1420,3382,692,645,1416,2305,1342,3471,1781,1425,615
STRG.3876,598,847,809,875,785,590,702,843,504,585,146
STRG.3875,458,633,472,442,484,600,541,494,467,566,86
STRG.3874,7,0,1981,1443,99,517,161,9,6,185,6
STRG.22729,108,156,132,205,103,136,103,82,94,89,27
STRG.22728,1369,833,1566,1121,1080,1334,1113,898,828,1124,492
STRG.22721,19,15,0,5,15,20,20,42,43,9,24
STRG.22720,21,25,8,0,45,20,38,69,20,0,0
STRG.22723,1,0,0,0,3,1,1,1,0,0,1
STRG.22722,5,5,5,16,0,4,0,20,0,0,0
STRG.22725,528,577,194,327,439,143,487,405,330,388,13
STRG.22724,176,105,299,280,141,126,57,186,150,160,73
STRG.22727,118,146,188,123,126,125,89,95,112,85,73
STRG.22726,140,233,160,100,206,241,255,116,152,183,93
Pocillopora_acuta_HIv2___RNAseq.g14437.t1d,0,0,0,0,0,0,0,4,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22738.t1,0,0,28,49,16,27,8,2,2,38,3
Pocillopora_acuta_HIv2___RNAseq.g23367.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.20763,114,185,146,112,212,149,150,116,138,149,43
STRG.20762,3,0,0,5,0,0,0,0,5,0,0
STRG.20761,3,14,0,0,13,0,3,0,6,0,0
STRG.20760,156,201,114,131,212,174,115,185,178,161,69
STRG.20767,24,10,0,0,5,5,0,35,13,19,11
STRG.20766,61,12,40,25,24,29,10,8,20,46,9
STRG.20765,3,107,0,0,31,4,0,0,0,0,0
STRG.20764,123,137,166,133,143,128,169,142,108,119,91
Pocillopora_acuta_HIv2___TS.g24359.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17786.t1,0,0,0,0,0,1,0,0,1,0,0
STRG.20768,17,0,0,0,6,6,0,7,0,0,9
STRG.11744,37,10,18,12,16,19,26,27,63,17,16
STRG.22624,5,14,20,25,19,24,32,16,33,22,27
Pocillopora_acuta_HIv2___RNAseq.g9160.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11748,8,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25810.t1,0,0,33,27,5,40,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21048.t1,0,0,0,0,0,0,0,2,0,0,4
Pocillopora_acuta_HIv2___TS.g26050.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20753.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15674.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10129,2532,4327,1412,1705,1116,3840,2923,2965,4071,1923,1968
Pocillopora_acuta_HIv2___RNAseq.g593.t1,0,6,0,0,0,0,0,0,0,0,0
STRG.22705,1,0,0,0,0,0,0,0,0,2,0
Pocillopora_acuta_HIv2___TS.g14626.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g31618.t1,0,8,4,3,2,8,6,5,7,0,0
Pocillopora_acuta_HIv2___RNAseq.g31149.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27889.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13102.t1,0,11,0,0,0,0,12,0,0,47,0
Pocillopora_acuta_HIv2___RNAseq.g5589.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15832,211,104,294,60,88,124,638,40,286,454,108
Pocillopora_acuta_HIv2___RNAseq.g11974.t1,0,8,9,2,5,6,0,0,0,9,0
Pocillopora_acuta_HIv2___RNAseq.g17083.t1,0,0,0,0,0,0,0,2,4,0,0
STRG.23443,571,455,267,361,454,314,283,405,547,385,217
STRG.23442,1920,1920,2321,2491,1485,2736,1474,1549,2342,1764,1761
STRG.23441,1694,1805,1861,1818,1354,2360,1390,1589,1961,1561,892
STRG.23440,255,418,528,471,344,364,335,292,394,207,226
STRG.23447,747,584,878,833,544,614,310,493,890,453,867
STRG.23446,6,0,69,95,0,5,5,1,0,13,3
STRG.23445,99,188,50,81,226,100,138,210,210,92,44
STRG.23444,108,92,81,98,101,92,131,79,136,108,104
STRG.23449,394,230,148,185,279,314,221,254,410,323,155
STRG.23448,142,102,161,106,114,83,78,66,147,57,117
Pocillopora_acuta_HIv2___RNAseq.g29348.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10123,59,22,52,18,31,13,119,16,126,73,81
Pocillopora_acuta_HIv2___TS.g3355.t1,0,1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15684.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24880.t1,0,5,0,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g29399.t1,0,0,1,4,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29413.t1,0,0,0,0,0,0,8,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6095.t1,0,7,29,25,0,5,0,10,16,6,11
STRG.20668,604,826,1085,1172,832,690,902,755,804,789,359
Pocillopora_acuta_HIv2___RNAseq.g11017.t1,0,0,0,0,0,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g8558.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4462.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21102.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.19888,5,40,15,8,6,44,747,61,33,4,11
STRG.19889,134,186,107,84,121,152,268,239,95,103,33
Pocillopora_acuta_HIv2___RNAseq.g694.t1,0,6,0,0,0,0,0,0,0,0,4
STRG.15382,107,75,104,90,75,100,72,63,70,138,36
STRG.22073,248,381,735,565,329,406,332,366,378,409,199
STRG.13289,685,884,1981,1513,927,760,963,583,760,806,742
Pocillopora_acuta_HIv2___RNAseq.g29356.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13287,26178,34734,46634,42598,37950,33702,34877,27881,25069,30158,18921
STRG.13284,2994,3401,3032,3056,3656,2738,3500,3371,3707,2835,1946
STRG.19881,795,883,1151,1307,1023,896,908,1067,981,1146,314
STRG.22079,121,51,141,72,135,67,123,56,78,132,33
STRG.19887,171,180,63,75,140,122,227,134,94,208,12
STRG.5712,241,264,44,38,177,286,169,231,295,104,142
STRG.13281,2,0,0,0,0,0,0,4,4,1,3
Pocillopora_acuta_HIv2___RNAseq.g6114.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22035.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31103.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27262.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24231.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14393.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g7218.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8946.t1,0,0,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17364.t2,0,2,0,0,0,0,339,0,0,0,0
Pocillopora_acuta_HIv2___TS.g12373.t1,0,12,2,0,29,6,22,21,11,1,5
Pocillopora_acuta_HIv2___TS.g28452.t1b,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28452.t1a,0,0,0,0,0,0,0,0,0,0,0
STRG.22840,7,49,0,42,11,37,15,31,3,2,12
Pocillopora_acuta_HIv2___RNAseq.24779_t,0,0,1,0,0,0,0,0,0,0,0
STRG.23594,21,28,11,10,22,13,18,22,36,26,16
Pocillopora_acuta_HIv2___TS.g20209.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5848.t1,0,1,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25549.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g240.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.12537,150,111,208,193,204,220,101,110,273,190,23
STRG.12536,8,3,12,8,7,5,3,3,11,4,6
STRG.12535,388,317,565,323,390,339,293,461,566,257,196
STRG.12534,58,49,46,27,67,35,54,47,56,57,55
STRG.12533,549,847,808,636,890,561,643,489,1055,498,403
STRG.12532,340,443,426,448,376,418,300,413,351,328,178
STRG.12531,15,9,8,0,0,39,4,0,5,4,0
STRG.12530,71,77,87,65,101,68,103,26,40,70,21
STRG.2943,1,0,0,2,0,0,0,2,0,0,0
STRG.12539,7,4,6,2,12,7,12,8,18,16,4
STRG.12538,8,0,3,3,4,13,29,7,23,7,8
Pocillopora_acuta_HIv2___RNAseq.g9860.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5092.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19768.t1,0,0,0,0,0,0,24,0,0,0,0
STRG.9147,10,4,8,4,5,4,2,3,14,12,9
Pocillopora_acuta_HIv2___TS.g30737.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g29195.t1,0,24,4,0,0,9,7,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24594.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5093.t1,0,0,0,0,0,0,0,3,3,0,0
Pocillopora_acuta_HIv2___TS.g29408.t1,0,0,22,0,0,11,0,0,0,0,7
STRG.15061,1335,1250,1359,1392,1334,1195,1350,1344,1638,1232,1234
Pocillopora_acuta_HIv2___RNAseq.g23012.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15790,150,125,27,27,139,93,240,123,128,179,51
Pocillopora_acuta_HIv2___TS.g13324.t1a,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g13324.t1b,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g13324.t1c,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23195.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1062.t1,0,0,0,2,0,0,6,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2417.t1,0,5,0,0,0,0,6,0,0,0,2
STRG.21611,101,94,72,96,57,87,63,98,72,59,31
STRG.21612,121,233,114,164,165,184,192,193,166,239,29
STRG.21613,20,16,15,23,15,18,56,5,8,16,21
STRG.21614,11,16,0,22,17,41,11,0,16,37,4
STRG.21615,865,689,1010,839,906,802,1032,824,880,1248,298
STRG.21616,374,439,15,13,603,187,559,560,346,341,94
STRG.21617,126,125,9,7,24,84,41,136,117,69,28
STRG.21618,113,228,146,127,192,116,180,99,124,106,56
STRG.21619,215,312,401,350,374,237,245,267,242,181,114
Pocillopora_acuta_HIv2___TS.g2153.t1a,0,0,2,0,0,1,2,0,0,0,0
STRG.17016,904,1194,40,137,1636,440,939,1523,1075,554,237
STRG.17015,100,112,102,108,153,117,138,107,52,102,35
STRG.12596,326,373,530,640,434,389,489,454,397,435,83
STRG.17013,270,73,36,35,17,130,26,93,278,30,187
STRG.17012,37,45,3,18,55,23,100,24,37,39,17
STRG.17011,583,856,160,138,596,361,314,401,1159,309,229
STRG.17010,1574,762,979,863,1118,1149,1359,687,1669,1925,977
Pocillopora_acuta_HIv2___RNAseq.g5440.t1,0,0,1,0,0,0,3,0,0,0,0
STRG.17019,615,707,345,354,658,553,957,781,699,647,97
STRG.17018,120,167,79,88,199,151,265,196,148,114,0
Pocillopora_acuta_HIv2___RNAseq.g26535.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.12593,2941,3971,1145,2580,2488,4436,3557,2848,2888,3012,559
STRG.17519,1534,1548,1332,1319,1511,1505,1385,1743,1941,1652,544
Pocillopora_acuta_HIv2___RNAseq.g31364.t1d,0,0,4,1,8,0,4,0,5,4,0
STRG.17515,108,113,2629,2307,192,1295,267,125,91,799,58
STRG.10483,99,16,26,18,16,12,32,12,27,15,6
STRG.12599,24,72,121,132,41,101,33,72,65,57,46
STRG.17513,1048,491,5536,5905,916,4987,1027,400,1098,3367,489
Pocillopora_acuta_HIv2___RNAseq.g24725.t1,0,0,46,39,4,12,4,0,2,4,12
STRG.165,189,114,27,36,99,30,81,18,58,92,45
STRG.164,652,463,213,188,338,256,443,201,296,365,66
STRG.167,31,3,17,21,3,8,28,14,18,9,4
STRG.166,8,3,8,22,12,19,10,4,20,4,1
Pocillopora_acuta_HIv2___TS.g1050.t1b,0,0,0,0,0,0,0,0,0,0,0
STRG.160,38,6,0,10,21,12,57,32,54,44,7
STRG.163,174,166,53,52,56,95,114,75,143,125,20
STRG.162,64,53,8,6,43,12,32,33,60,45,7
STRG.169,28,56,15,36,60,42,120,65,31,41,28
Pocillopora_acuta_HIv2___RNAseq.g6595.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.16942,3384,3917,4621,4103,4987,3097,3564,3623,3639,3118,1487
STRG.16943,785,733,1229,1067,737,728,791,934,733,597,176
STRG.16940,1220,1212,420,466,1129,637,1048,1033,756,1063,199
STRG.16941,1244,1105,1206,1123,1227,1050,1212,1170,1471,1011,692
STRG.16946,117,151,210,353,176,299,496,180,110,345,55
STRG.16947,1034,860,715,883,1281,1102,1330,1143,897,1172,299
STRG.16944,225,438,317,224,195,264,259,352,208,273,83
STRG.16945,2,0,10,18,1,21,3,1,3,0,0
STRG.16948,3451,2853,2236,2782,3943,3588,3841,3464,2644,3783,1224
STRG.16949,24,7,2,2,15,7,9,10,15,11,27
Pocillopora_acuta_HIv2___TS.g4952.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g25118.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14287.t1,0,0,0,5,0,0,0,0,0,0,0
STRG.20561,12,2,0,2,13,6,32,0,9,6,6
STRG.20560,2503,2886,3076,2691,3400,2519,3177,3233,3144,2806,1006
STRG.20563,34,43,14,13,24,18,28,29,56,32,0
STRG.20562,60,29,76,101,29,68,121,31,53,57,23
STRG.20565,18,26,6,10,25,32,40,46,37,30,8
STRG.20564,10,9,25,10,7,17,15,6,12,21,2
STRG.20567,30,31,5,8,27,36,33,47,20,32,17
STRG.20566,89,92,22,38,124,60,77,74,70,40,37
STRG.20569,21,64,0,16,45,38,105,90,57,31,25
STRG.20568,4,11,14,0,0,19,5,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1303.t1,0,0,15,8,0,17,0,0,11,7,0
Pocillopora_acuta_HIv2___TS.g28607.t2,0,0,0,0,0,0,36,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2596.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g29064.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27619.t1,0,14,3,0,0,0,0,0,12,0,11
Pocillopora_acuta_HIv2___RNAseq.g14678.t1a,0,2,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4550.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22677.t1,0,7,3,45,14,0,0,5,7,0,0
STRG.14098,1,1,1,0,1,0,1,0,1,1,1
STRG.14099,51,32,74,52,34,29,36,30,35,28,33
STRG.14096,67,124,164,173,92,79,59,68,82,76,56
STRG.14097,93,80,113,120,136,78,94,43,112,163,47
STRG.14094,46,4,20,11,43,27,32,38,35,27,11
STRG.13825,445,459,624,615,501,379,408,440,427,328,505
STRG.14092,4,4,18,4,6,11,4,7,11,0,3
STRG.14093,18,19,7,7,9,10,6,6,27,12,29
STRG.14090,42,30,7,0,4,19,10,24,5,6,0
STRG.14091,21,0,0,4,8,9,0,6,28,0,0
Pocillopora_acuta_HIv2___TS.g23946.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4950.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15796,210,221,40,124,287,123,246,138,129,222,97
Pocillopora_acuta_HIv2___RNAseq.g9288.t1,0,0,0,0,0,0,4,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1362.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14333.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19711.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31006.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.21629,146,233,957,664,258,316,422,230,196,346,102
Pocillopora_acuta_HIv2___RNAseq.g28019.t1,0,0,0,5,2,2,0,0,0,0,0
STRG.15898,733,716,890,939,793,613,787,851,714,827,289
STRG.8018,2245,2377,2900,3007,3149,2238,2919,2510,2435,2503,1847
STRG.8019,3063,3363,2588,2378,4468,2596,4362,3612,3919,3699,1008
Pocillopora_acuta_HIv2___RNAseq.g26824.t1,0,0,0,0,0,2,0,4,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6866.t1a,0,0,0,0,10,0,0,0,0,0,0
STRG.8011,494,1405,248,368,622,1814,888,1113,1005,1550,271
STRG.8012,13237,16294,369,458,21272,3498,8071,22230,9381,7631,6836
STRG.8013,1176,1348,1455,1257,1269,1333,1220,1261,1529,1185,621
STRG.8014,4341,4514,4245,4225,5414,4087,4847,4994,5413,4070,6320
STRG.8015,37,9,3,7,33,32,50,12,37,5,4
STRG.8016,41,4,30,13,31,13,66,10,68,31,13
STRG.8017,69,105,26,23,85,85,97,55,70,89,47
STRG.21625,755,940,600,619,674,537,520,771,711,556,208
STRG.15894,75,171,40,60,123,43,203,94,41,168,35
STRG.21627,481,421,477,557,349,525,381,380,508,375,263
STRG.14638,1191,1190,2560,2392,1578,1743,1847,1100,1479,1596,611
STRG.14639,821,1480,1515,1304,1234,787,1058,1300,970,956,441
STRG.14632,1,0,0,0,0,0,0,0,2,0,0
STRG.14633,103,172,182,151,149,108,151,105,125,100,209
STRG.14630,25,4,23,5,10,21,4,9,48,13,14
STRG.14631,5,5,0,0,0,0,0,0,3,3,0
STRG.14636,399,425,351,510,429,403,680,360,436,402,225
STRG.14637,461,806,355,397,1060,479,607,981,918,542,183
STRG.14634,5,3,3,2,4,4,5,7,6,2,1
STRG.15890,211,360,228,205,377,232,1118,242,188,476,124
STRG.21623,71,114,35,43,88,53,74,58,109,115,13
STRG.15892,3052,2574,750,1018,2433,1903,8742,1908,2035,4538,660
Pocillopora_acuta_HIv2___TS.g28578.t2,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21269.t1,0,0,0,0,0,0,13,6,0,0,0
STRG.15329,30,21,46,29,51,44,78,19,60,33,63
STRG.15328,9,16,16,13,16,8,23,9,9,12,3
STRG.15327,563,844,738,645,1104,533,890,636,680,630,162
STRG.15326,222,232,275,351,312,444,352,102,217,258,51
STRG.15325,37,55,33,75,54,99,73,9,38,41,1
STRG.15324,2423,2820,449,487,2928,1918,1924,2403,2600,2278,646
STRG.15323,8,16,9,5,10,11,10,17,12,12,1
STRG.15322,2215,2828,2981,2828,2986,2663,3081,2551,2885,3008,1199
STRG.15321,47,4,0,0,20,33,41,48,29,91,24
STRG.15320,3222,4140,5698,4733,5325,4029,4825,4684,4125,4583,670
Pocillopora_acuta_HIv2___RNAseq.g1360.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8726.t1,0,0,15,9,15,0,23,0,0,5,0
STRG.17004,13,0,20,0,13,16,8,0,36,8,0
Pocillopora_acuta_HIv2___RNAseq.g855.t1,0,0,0,31,0,0,0,0,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g31215.t1,0,3,0,0,0,0,0,0,0,0,0
STRG.10732,176,248,591,448,278,192,224,263,300,309,74
Pocillopora_acuta_HIv2___TS.g30851.t1,0,0,0,2,0,2,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g28787.t1,0,0,2,0,0,0,0,0,0,0,0
STRG.3796,72,18,29,22,21,2,29,0,31,12,6
STRG.3797,282,82,63,22,24,218,57,101,245,138,181
STRG.3794,484,750,393,414,352,664,536,560,530,448,194
STRG.3795,32,12,0,0,0,31,14,19,15,0,0
STRG.3792,23,65,0,0,0,0,0,0,0,0,0
STRG.6318,16,4,11,0,4,9,13,13,9,8,24
STRG.3790,3,0,1,0,0,2,0,0,0,0,0
STRG.3791,3,7,0,0,7,0,0,1,0,0,0
STRG.6315,1175,1414,1508,1435,1826,1239,1641,1240,1172,1359,555
STRG.6314,666,976,1126,1063,983,850,990,981,901,809,393
STRG.6317,994,1318,1104,975,1464,1018,1231,1148,1037,1260,500
STRG.6316,5,12,6,6,10,0,7,3,3,5,9
STRG.6311,4156,4639,5578,4950,5713,4156,5339,4632,4552,4674,2181
STRG.6310,1849,3452,2250,2263,2777,2955,2721,2744,2074,2436,524
STRG.6313,9868,7739,14828,17791,9752,10875,11283,11514,10524,9884,4548
STRG.6312,1436,2483,1176,1041,2019,1668,2230,1761,1567,1751,227
STRG.18988,316,491,177,215,462,304,273,668,369,308,192
STRG.18989,19,11,0,0,8,7,9,23,4,9,7
STRG.18980,49,48,35,28,40,54,0,29,50,32,47
STRG.18981,263,390,149,145,382,225,238,351,533,279,135
STRG.18982,42,54,7,17,75,49,35,99,57,47,5
STRG.18983,51,43,16,17,62,38,11,36,21,21,23
STRG.18984,16,3,23,4,0,9,0,0,7,7,4
STRG.18985,1,5,0,3,0,0,1,1,2,1,1
STRG.18986,81,158,25,15,109,89,29,140,160,65,67
STRG.18987,94,79,72,60,56,62,41,65,66,42,63
STRG.983,21,4,15,11,9,8,8,2,17,4,6
STRG.982,44,42,35,38,43,35,22,25,53,31,39
STRG.981,2,0,0,0,0,3,2,2,22,2,3
STRG.980,3,0,2,5,2,3,0,0,1,5,4
STRG.987,12,0,32,7,13,21,4,11,18,4,51
STRG.7959,2945,2090,2227,2244,2311,2359,1627,2055,3558,2031,2079
STRG.985,9,8,13,9,8,8,4,6,6,9,10
STRG.984,5,3,5,4,6,2,2,1,5,1,0
STRG.7954,3,1,3,1,2,0,1,2,2,2,2
STRG.7955,642,405,318,339,464,461,542,599,581,464,365
STRG.989,18,29,19,22,30,5,26,20,12,25,9
STRG.988,2,9,3,1,3,0,10,10,6,5,6
STRG.7950,652,914,674,763,805,762,693,872,868,680,899
STRG.7951,350,333,205,202,386,192,180,250,287,237,127
STRG.7952,186,216,286,197,202,185,226,211,172,225,84
STRG.7953,260,286,553,487,408,283,356,276,322,276,66
STRG.19489,42,44,0,34,22,31,7,41,30,38,27
STRG.16168,777,576,351,326,752,643,570,758,715,760,578
STRG.3249,1210,1373,1231,1462,1407,909,1309,1044,1789,632,809
STRG.3244,179,193,181,136,231,156,347,172,178,252,21
STRG.16165,156,228,473,357,348,153,269,185,184,207,43
STRG.3246,418,375,382,398,585,364,440,362,542,403,94
STRG.16167,1466,1473,1648,1583,1658,1566,1551,1460,1442,1360,636
STRG.3240,2978,3400,2988,2695,3270,2953,3153,3621,3464,2977,1193
Pocillopora_acuta_HIv2___RNAseq.g7732.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.16162,1046,1767,84,354,1873,769,1099,2180,975,1127,573
STRG.3243,2760,2800,8969,7557,3228,4292,4078,3282,3583,4441,749
STRG.12678,66,64,215,126,94,136,92,66,125,87,21
STRG.12679,438,746,592,350,886,527,991,402,624,509,127
STRG.12674,956,1594,846,923,1010,1667,1064,1096,1734,1146,146
STRG.12675,8458,12792,4593,4474,12817,5633,10893,13405,8539,9646,1304
STRG.12676,2050,2472,7875,6049,2844,3681,2875,1937,2836,3039,4663
STRG.12677,1668,1985,4760,3744,2721,2080,1955,1802,2064,2206,5049
STRG.12670,229,185,55,86,236,98,155,240,221,121,84
STRG.12671,27,39,3,1,32,22,18,21,38,25,1
STRG.12672,356,463,455,404,341,415,284,368,389,395,118
STRG.12673,554,976,516,589,608,611,534,602,459,522,237
Pocillopora_acuta_HIv2___RNAseq.g28785.t1,0,6,0,0,0,0,10,0,0,7,0
STRG.23139,8,7,9,3,24,6,10,9,21,8,13
STRG.23138,2,3,0,0,1,0,15,2,2,1,1
STRG.23133,2,2,6,2,5,1,1,5,2,0,8
STRG.23132,594,719,151,420,326,650,273,583,252,662,134
STRG.23131,65,112,60,51,163,121,127,86,163,141,29
STRG.23130,12,28,4,0,23,13,39,25,57,27,16
STRG.23137,2,2,0,0,2,0,0,0,12,0,0
STRG.23136,119,65,26,67,83,56,19,43,90,84,37
STRG.23135,129,46,57,40,77,88,39,59,147,87,185
STRG.23134,2,0,0,0,1,0,1,1,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g26547.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22767.t1,0,0,0,0,0,0,0,0,5,4,0
Pocillopora_acuta_HIv2___RNAseq.g20105.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13079,12,8,7,0,0,10,3,2,5,3,14
STRG.13078,435,559,398,335,398,426,373,448,513,383,155
STRG.13075,28,20,0,0,42,0,47,19,15,5,3
STRG.13074,233,155,63,107,323,116,331,110,223,293,90
STRG.13077,321,192,33,63,36,122,103,117,277,57,201
STRG.13076,1035,1065,230,331,1481,534,1518,786,956,1536,613
STRG.13071,1984,2286,2206,1857,2689,1856,2362,2274,2745,1986,1025
STRG.13070,954,751,1216,1027,1021,781,845,861,1062,837,632
STRG.13073,29,31,57,62,87,89,105,29,56,64,0
Pocillopora_acuta_HIv2___RNAseq.g8245.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4574.t2a,0,0,0,22,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5448.t1,0,0,0,0,1,0,0,0,0,0,0
STRG.2119,362,478,169,188,400,305,423,399,338,413,96
STRG.2118,943,1110,225,311,1080,573,837,1105,943,780,337
STRG.2117,140,152,173,134,168,104,190,124,125,192,72
STRG.2116,289,397,378,232,332,295,294,407,319,265,119
STRG.2115,630,492,318,429,498,401,536,523,503,372,1142
STRG.2114,174,196,108,84,177,96,166,138,207,112,102
STRG.2113,6,0,0,0,16,5,0,0,0,0,0
STRG.2112,4577,5765,8107,7431,6168,5017,5450,5036,4905,5115,11425
STRG.2111,840,879,824,853,906,654,792,867,787,757,394
STRG.2110,189,434,68,72,41,373,86,240,219,99,136
Pocillopora_acuta_HIv2___RNAseq.g18780.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27007.t1,0,0,0,0,0,0,0,0,8,3,5
