"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g5227.t1",3342.37971372908,2.47156503683185,0.468627000870221,5.2740559810729,1.33441173135501e-07,7.09055110663499e-05,4413,3198,1434,1876,1077,1409,1291,849,13515,1322,4147
"Pocillopora_acuta_HIv2___RNAseq.g8412.t1c",1062.26333608632,-2.01335129903739,0.578161507707354,-3.48233369430136,0.000497063861537106,0.0257255401538529,561,3591,664,966,1583,2121,1265,825,401,653,110
"Pocillopora_acuta_HIv2___TS.g25049.t1",355.552471276023,-2.85814906074646,0.895006519838201,-3.19343937434462,0.00140588854784339,0.0458341806574076,70,121,1400,1169,198,383,321,76,89,344,19
"Pocillopora_acuta_HIv2___RNAseq.g4097.t1",5654.53236890784,2.22410598438376,0.633832766995759,3.50897918219909,0.000449830112613109,0.024684992761373,5864,2632,1248,2378,5202,2797,3887,4793,5490,2273,13170
"Pocillopora_acuta_HIv2___TS.g28750.t1",67.4424031894743,2.18143936362373,0.44297164380213,4.92455757415966,8.45514326950468e-07,0.000307084870114537,168,53,25,21,33,73,40,41,182,37,55
"Pocillopora_acuta_HIv2___TS.g29305.t1",294.126615321399,1.36097484731506,0.417671908745322,3.25847829077948,0.00112011446099924,0.0415971140142091,461,146,129,199,313,210,344,164,452,340,325
"Pocillopora_acuta_HIv2___TS.g1598.t1",44.3348347343488,3.46129359699612,0.884805748131213,3.91192485390909,9.15634052917682e-05,0.00838736998385037,47,26,5,7,7,17,16,15,25,14,148
"Pocillopora_acuta_HIv2___TS.g15715.t1",618.984889684807,-1.84511495796304,0.529452865280766,-3.48494659101445,0.000492235282496001,0.0256036553221915,234,1063,1011,1135,311,1079,1168,383,327,579,59
"Pocillopora_acuta_HIv2___TS.g8000.t1",1129.73385024161,-1.56205655185698,0.296625580542519,-5.26608847760206,1.39361138352537e-07,7.09055110663499e-05,377,1577,1338,1965,1677,1547,709,1543,503,1883,165
"Pocillopora_acuta_HIv2___RNAseq.g29060.t1",1770.29342297564,-0.800476816103732,0.253147640315064,-3.1620947171677,0.00156638606311957,0.0489099913705902,1203,2533,2749,2220,2392,1989,1856,1816,1775,1858,382
"Pocillopora_acuta_HIv2___RNAseq.g26048.t1",589.244637691777,-0.746952931678249,0.156490397390914,-4.77315505699915,1.8136204983259e-06,0.000568872296308225,447,822,757,700,794,644,781,709,501,567,156
"Pocillopora_acuta_HIv2___RNAseq.g17433.t1",41.3966451849921,1.57599029570619,0.488797317221483,3.2242204287551,0.00126316127762286,0.0435832746155808,59,22,39,31,36,30,24,33,53,18,63
"Pocillopora_acuta_HIv2___RNAseq.g8994.t1",653.367728876423,-0.576178682922546,0.144989981997849,-3.97392064598707,7.06991263100418e-05,0.00724561045975487,622,960,883,697,940,610,794,652,540,652,221
"Pocillopora_acuta_HIv2___RNAseq.g8786.t1",113.050035186038,1.8734874908069,0.347229282313974,5.395534265779,6.83199521036424e-08,4.71453216149868e-05,224,81,61,37,84,90,60,104,240,91,117
"Pocillopora_acuta_HIv2___RNAseq.g28420.t1",81.0695278077964,1.49327540396975,0.46447673271175,3.21496277165829,0.00130461440542984,0.0441935005462836,85,41,72,53,52,39,96,38,150,55,124
"Pocillopora_acuta_HIv2___RNAseq.g7092.t1",32.9589157028205,1.30293422865191,0.365820370422808,3.56167762649741,0.000368492675653657,0.021488832032062,55,30,32,16,19,29,31,20,67,20,32
"Pocillopora_acuta_HIv2___RNAseq.g3903.t1",6027.99783844546,-0.858620162725467,0.196207161006028,-4.37608983445354,1.20827232616847e-05,0.00215634945658101,3934,7092,9567,7906,6697,6739,9094,5691,4590,6994,1763
"Pocillopora_acuta_HIv2___TS.g21030.t2",590.701876649146,-1.07327037128708,0.24517659089406,-4.37754015329642,1.20026253746049e-05,0.00215634945658101,420,654,1031,788,785,673,829,593,406,644,117
"Pocillopora_acuta_HIv2___RNAseq.g18964.t1",958.456930082499,1.11405621732495,0.344663917449873,3.2322972058338,0.00122799263130958,0.0431298362999168,1300,902,478,441,1038,793,1055,757,2531,777,624
"Pocillopora_acuta_HIv2___RNAseq.g20834.t1",4903.25012217492,-2.79827077849736,0.783582780910082,-3.57112336650295,0.000355453411969165,0.0213292653176396,905,1767,17747,15807,2608,7327,3119,2963,942,3898,334
"Pocillopora_acuta_HIv2___RNAseq.g4259.t1",30.6456568210129,1.62716500794704,0.514251891779125,3.16414005268438,0.00155541927390631,0.0489099913705902,61,10,31,35,26,19,13,23,40,30,32
"Pocillopora_acuta_HIv2___RNAseq.g28599.t1",276.21047518605,-1.05020090624722,0.31585621821419,-3.32493345290119,0.000884396416548782,0.0369874234654402,265,285,560,256,538,172,514,197,218,190,67
"Pocillopora_acuta_HIv2___TS.g18624.t1a",80.2120750976239,2.17272828466269,0.620083611715114,3.50392792780485,0.000458449416063997,0.024684992761373,248,29,60,42,24,100,61,37,250,45,23
"Pocillopora_acuta_HIv2___RNAseq.g13377.t1",141.633241588614,1.26734051248048,0.379505921442391,3.3394485853177,0.000839448884919155,0.035979856761069,176,106,68,65,169,120,133,95,327,138,130
"Pocillopora_acuta_HIv2___TS.g104.t2b",207.046475408737,-2.9232441146069,0.897488422235489,-3.25713852366541,0.0011254149688646,0.0415971140142091,58,89,851,488,57,197,499,70,36,89,20
"Pocillopora_acuta_HIv2___RNAseq.g769.t1",628.038603837394,1.10507873672614,0.324019287956268,3.41053381018258,0.000648358449346257,0.0305747531170073,777,554,426,475,694,536,360,696,789,673,646
"Pocillopora_acuta_HIv2___RNAseq.g19286.t1",13.9950121560465,-4.94924218945308,1.5238624266291,-3.24782743045982,0.00116289777318916,0.0423862745565263,2,5,45,41,22,10,35,1,0,8,0
"Pocillopora_acuta_HIv2___RNAseq.g26192.t1",109.682140210251,1.09159352647451,0.336304069940838,3.24585285770269,0.00117099346516473,0.0424293546831726,195,99,63,59,85,98,113,107,179,150,69
"Pocillopora_acuta_HIv2___TS.g21136.t1",295.739161058799,0.487046934052126,0.148586607229532,3.27786563764627,0.00104595169856176,0.0401365701284303,385,291,272,328,274,342,262,314,382,370,131
"Pocillopora_acuta_HIv2___RNAseq.g30881.t1",26.532792445428,-2.88266670147398,0.887835379275162,-3.2468481981732,0.00116690611031005,0.0423862745565263,2,9,47,78,42,32,43,10,7,43,2
"Pocillopora_acuta_HIv2___RNAseq.g18142.t1",151.901750654981,-0.993157293773114,0.304150623776803,-3.26534689109146,0.00109330093807641,0.0413020365329524,98,188,261,237,152,154,221,164,116,157,32
"Pocillopora_acuta_HIv2___RNAseq.10844_t",201.007550104091,0.740887682303019,0.229302267106601,3.23105258247876,0.00123335248234715,0.0431298362999168,334,188,189,136,304,102,202,132,391,133,132
"Pocillopora_acuta_HIv2___RNAseq.g19269.t1",180.312149930967,1.3118913187806,0.379745348118241,3.45466067005544,0.000550985808975271,0.0275519522159567,188,158,133,109,190,120,119,157,289,115,248
"Pocillopora_acuta_HIv2___RNAseq.g21641.t1",1065.80213476568,0.963939141629104,0.249937608296953,3.85671907560161,0.000114919104939218,0.00991273046021541,1406,958,707,715,1122,1309,857,1151,1871,912,736
"Pocillopora_acuta_HIv2___RNAseq.g8568.t1",8753.43350857912,2.72818276289588,0.573430534127273,4.75765171285832,1.95858046971711e-06,0.000596272542412994,14027,5648,3783,3003,1726,11363,2935,5866,14655,3200,15929
"Pocillopora_acuta_HIv2___RNAseq.g346.t1",476.83870848313,0.822613168123127,0.2358833290432,3.48737306472587,0.000487790412836293,0.0255005988043862,675,330,354,415,571,453,396,577,604,542,329
"Pocillopora_acuta_HIv2___TS.g28791.t2",73.657145263454,1.81892128128749,0.483049596191134,3.76549591518088,0.000166218841164909,0.0128397852604327,101,57,75,61,29,55,35,26,154,43,103
"Pocillopora_acuta_HIv2___RNAseq.g11853.t1",423.479959420834,-0.627962409393375,0.191052651277387,-3.28685524746603,0.00101312896915002,0.0392767713845386,326,532,544,482,551,520,497,502,405,497,97
"Pocillopora_acuta_HIv2___RNAseq.g22850.t1",144.976148483377,-3.9265180512189,1.17417743010442,-3.3440585302936,0.000825623167625549,0.0356084392003836,19,15,768,399,47,223,127,13,8,78,8
"Pocillopora_acuta_HIv2___RNAseq.g9585.t2",132.592860785691,0.983944538523419,0.242691234949238,4.05430603511175,5.02833525244119e-05,0.0058811636381942,182,125,116,131,116,125,101,95,183,127,120
"Pocillopora_acuta_HIv2___RNAseq.g24161.t1",107.225058317504,2.21207229080481,0.669289196323522,3.30510682520496,0.000949402063296563,0.0378191764699264,171,104,52,68,23,174,19,136,179,39,128
"Pocillopora_acuta_HIv2___RNAseq.g27481.t1",133.056708766965,-0.854557970463736,0.241131410384781,-3.54395127992695,0.000394178078771606,0.0224800952802473,95,204,175,124,192,95,212,162,122,144,36
"Pocillopora_acuta_HIv2___RNAseq.g10776.t1",42.0898151193495,1.24847452694871,0.363826426911194,3.43151138730625,0.000600227930184035,0.029191933087792,58,31,27,59,35,40,32,33,61,31,40
"Pocillopora_acuta_HIv2___TS.g20849.t2",76.4288440189912,2.03019607568528,0.411858765455633,4.92935017041414,8.25035806979631e-07,0.000304998058501648,164,44,40,51,35,78,47,69,76,60,102
"Pocillopora_acuta_HIv2___RNAseq.g6431.t1",64.0908893278961,1.17368843257526,0.351147417355607,3.34243788951655,0.00083045938246122,0.0357425574547031,106,75,43,53,51,32,53,53,86,50,70
"Pocillopora_acuta_HIv2___RNAseq.g28839.t1",432.369123837808,-1.26283695971259,0.390696257193807,-3.2322729907447,0.00122809670574868,0.0431298362999168,247,687,427,625,634,921,333,561,219,372,59
"Pocillopora_acuta_HIv2___RNAseq.g13561.t1",852.350950913882,-1.35984507042115,0.292205404856981,-4.65373003995845,3.25983542841314e-06,0.000854241937202643,381,1578,724,952,1686,1026,1236,724,577,984,201
"Pocillopora_acuta_HIv2___RNAseq.g25049.t1",130.5873872265,1.42772410947596,0.40919231054146,3.4891274168538,0.000484600096368095,0.0255005988043862,191,139,49,72,84,142,92,142,179,146,136
"Pocillopora_acuta_HIv2___RNAseq.g11327.t1c",283.466626050814,-1.33541001209023,0.416826045308115,-3.20375856336688,0.00135646176821533,0.0449531120709151,123,253,528,564,377,290,313,458,155,190,58
"Pocillopora_acuta_HIv2___RNAseq.g26217.t1",59.2886183391994,-2.40066207464511,0.735784656674886,-3.26272375057947,0.0011034702614369,0.0415346206404851,17,29,237,68,51,47,144,22,31,57,6
"Pocillopora_acuta_HIv2___RNAseq.g10784.t1",414.967298835674,-4.40004479412517,1.26380842339069,-3.48157577737948,0.000498472717921328,0.0257341202154796,17,34,2646,891,44,271,387,24,17,532,32
"Pocillopora_acuta_HIv2___TS.g10010.t1",290.024870816358,-2.53487565921008,0.481115061506056,-5.26875141109705,1.37354824758166e-07,7.09055110663499e-05,109,414,427,365,824,192,808,87,79,153,47
"Pocillopora_acuta_HIv2___RNAseq.22237_t",28.6848705767776,-7.66725811725158,1.94373554348083,-3.94459943018847,7.9933482375856e-05,0.00773656122619715,0,0,170,60,17,50,17,4,0,22,0
"Pocillopora_acuta_HIv2___RNAseq.g19560.t1",229.217132171414,-4.03576177068789,1.16860776191551,-3.45347849142532,0.000553406432741071,0.0276063131821823,27,37,963,855,37,406,105,24,9,213,6
"Pocillopora_acuta_HIv2___RNAseq.g9639.t1",457.146658963686,0.507330058499313,0.159060802407693,3.18953539036577,0.00142501689670945,0.0460229325985634,588,429,480,425,447,392,515,379,648,533,273
"Pocillopora_acuta_HIv2___RNAseq.g14949.t2",233.909789172858,-5.283846877626,1.28906153415234,-4.09898731568355,4.14961773905482e-05,0.00508315896058656,13,16,904,556,141,481,175,6,9,465,0
"Pocillopora_acuta_HIv2___RNAseq.g22854.t1",482.723884256132,-4.16301102714069,1.22701589417141,-3.39279307376202,0.00069183879244105,0.0320412677429857,22,19,2246,1607,122,794,300,25,30,462,25
"Pocillopora_acuta_HIv2___RNAseq.g11631.t1",2372.65116835035,0.962932882326297,0.214939391968452,4.48002050023307,7.46358704025619e-06,0.00160409179519622,2945,2090,2227,2244,2311,2359,1627,2055,3558,2031,2079
"Pocillopora_acuta_HIv2___RNAseq.g146.t1",822.057707164116,1.07288630512865,0.339747796202261,3.15789040317991,0.00158915290541542,0.0493973625343993,666,925,507,683,739,763,589,832,1943,701,645
"Pocillopora_acuta_HIv2___TS.g7146.t1",31.9810886388677,-22.3252802996043,3.84049348684719,-5.81312802015244,6.13161324380775e-09,5.2890273905545e-06,0,0,108,0,91,0,100,0,0,96,0
"Pocillopora_acuta_HIv2___TS.g6372.t2",557.024679818386,1.47710893460193,0.457708436983104,3.22718310446276,0.00125015432231848,0.0433902306405605,705,536,349,465,146,997,387,524,948,404,487
"Pocillopora_acuta_HIv2___RNAseq.g11327.t1b",35.6008559539697,-2.28370100282274,0.577626237033057,-3.95359638535955,7.69852310759708e-05,0.00766225121987859,10,32,81,53,84,30,36,53,14,27,4
"Pocillopora_acuta_HIv2___RNAseq.g24155.t1",1092.55301053531,0.566000059694523,0.169144783785413,3.34624602087986,0.00081913682312858,0.0355284196913454,1418,1250,1181,967,908,1117,977,1143,1564,1001,653
"Pocillopora_acuta_HIv2___RNAseq.g17085.t1",150.185467533001,2.16422544936967,0.461528318600179,4.68925819315659,2.741972372654e-06,0.000746898842877409,398,85,106,72,27,65,143,74,295,71,191
"Pocillopora_acuta_HIv2___RNAseq.g4305.t1",1175.86359077415,-0.664970698290159,0.172638507043257,-3.85180982898295,0.000117248063265973,0.0100300388666619,1049,1890,1524,1132,1750,1215,1544,1101,1154,1073,325
"Pocillopora_acuta_HIv2___TS.g30037.t1b",75.3833361048436,1.28566443950325,0.364499007777283,3.52720970996118,0.000419963992243667,0.0235596874269266,97,82,49,46,76,68,47,37,149,58,83
"Pocillopora_acuta_HIv2___RNAseq.g3910.t1",432.048658465302,-4.23934670577829,1.27328425315173,-3.32945820643327,0.000870151222644555,0.0366881275176936,9,43,2315,1520,53,557,159,34,34,303,25
"Pocillopora_acuta_HIv2___RNAseq.g6050.t1",866.045410093278,-0.967487296634017,0.265323228797694,-3.64644777247044,0.000265890488967104,0.0174191927297373,738,1238,1594,1133,1294,712,1134,813,591,630,240
"Pocillopora_acuta_HIv2___RNAseq.g24909.t1",513.28266483388,-0.743059132632377,0.172812953366794,-4.29978840217631,1.70961262906967e-05,0.00262208136140042,445,732,770,600,744,496,661,471,432,496,144
"Pocillopora_acuta_HIv2___RNAseq.g8443.t1",711.68071828793,-1.7748748185182,0.551709178691465,-3.21704783438227,0.00129517002876528,0.0441415241253854,332,545,1945,1017,1076,450,1930,260,453,292,152
"Pocillopora_acuta_HIv2___RNAseq.g17109.t1",507.760201225531,1.95567288750685,0.462909006809151,4.22474581124998,2.39210623807306e-05,0.00327956181063499,839,367,449,446,311,382,119,325,1651,199,412
"Pocillopora_acuta_HIv2___TS.g25354.t3",985.247575757615,-0.549728308996185,0.165893058031486,-3.31375113292473,0.000920534001204505,0.0372933363853927,812,1537,1405,1056,1201,1027,1314,865,881,831,401
"Pocillopora_acuta_HIv2___RNAseq.g12255.t1",48.6865491490567,1.24013760054399,0.385603643008105,3.216094098255,0.0012994821573266,0.0441415241253854,84,40,40,37,48,61,22,31,96,53,29
"Pocillopora_acuta_HIv2___TS.g10828.t1",682.840147512466,-0.902029263480548,0.180288865839275,-5.00324442822051,5.63733877956746e-07,0.000228831740028638,572,894,997,823,978,671,950,720,402,753,195
"Pocillopora_acuta_HIv2___RNAseq.g29810.t1",402.211270255755,-0.591281994454383,0.181651802030002,-3.25502961075347,0.00113380543927147,0.0416673470590948,282,588,440,385,633,387,494,425,384,493,146
"Pocillopora_acuta_HIv2___RNAseq.g20745.t1",62.9904450379319,-6.16801818811006,1.89969055640145,-3.24685416123456,0.00116688166284248,0.0423862745565263,0,0,239,153,124,61,162,0,5,19,0
"Pocillopora_acuta_HIv2___RNAseq.g24541.t1",50.1980492954264,1.90840442111204,0.580425992732964,3.28793755794123,0.00100924221292025,0.0392767713845386,38,33,20,40,31,25,47,22,88,32,96
"Pocillopora_acuta_HIv2___TS.g14651.t1",59.3914865043098,-5.24158376976496,1.62350536021046,-3.22855957130039,0.00124415343144886,0.0432881753577382,3,0,326,219,20,47,40,5,4,38,0
"Pocillopora_acuta_HIv2___RNAseq.g17966.t1",181.942644405181,1.5792245643018,0.32827476449205,4.81067914783334,1.50418313579709e-06,0.000479070758111866,338,161,84,97,201,65,158,66,365,84,241
"Pocillopora_acuta_HIv2___RNAseq.g22884.t1",1388.73363468157,4.54955891647004,0.484439761015228,9.3913821337366,5.92180052342304e-21,1.22593114435904e-16,2745,274,88,176,159,263,385,117,6231,179,2542
"Pocillopora_acuta_HIv2___RNAseq.g23149.t2",4571.42306836656,1.44628068325579,0.371014993359892,3.89817314432053,9.69211092064546e-05,0.0086114197544722,5214,3178,2907,2921,4117,3511,3587,3874,5578,4057,6667
"Pocillopora_acuta_HIv2___TS.g7538.t1",42.665653387382,-1.34009700120071,0.423643433887176,-3.16326630842484,0.00156009548295911,0.0489099913705902,24,55,93,50,61,56,64,28,32,33,8
"Pocillopora_acuta_HIv2___RNAseq.6286_t",164.184637526297,-1.17079095688863,0.331334399935917,-3.53356294159336,0.000409998453625449,0.0231274877028721,89,226,120,223,217,259,251,186,110,242,21
"Pocillopora_acuta_HIv2___RNAseq.g18645.t1",410.391814889889,1.18107430397565,0.286907275849452,4.1165714619081,3.84550132466731e-05,0.00478027405784564,507,268,374,357,345,372,331,304,563,423,448
"Pocillopora_acuta_HIv2___TS.g12678.t1",7680.34986933689,-0.543104668326665,0.160378153726953,-3.38640055210582,0.000708159379572471,0.0325062427403754,7039,9306,8545,7218,12814,7846,10250,8659,6455,8221,2636
"Pocillopora_acuta_HIv2___RNAseq.g31273.t1",413.117147402181,1.01484663110674,0.292609447956277,3.46826337356809,0.000523833624934239,0.0265215515487674,449,321,490,423,293,385,323,318,841,323,328
"Pocillopora_acuta_HIv2___RNAseq.g23916.t1",324.189867481127,1.20414632035169,0.307317330774812,3.91825061514032,8.91939449845132e-05,0.00824327254048836,583,245,367,376,212,307,215,201,575,237,229
"Pocillopora_acuta_HIv2___RNAseq.g3739.t1",484.011659847961,-0.621062071510367,0.172938687330427,-3.59122693191101,0.000329124898901049,0.0203679844805355,392,716,560,581,705,504,506,575,385,537,152
"Pocillopora_acuta_HIv2___RNAseq.g20424.t1",1139.16189473688,1.6179396516731,0.499466789947144,3.23933379403328,0.00119809270811609,0.043044410058035,1067,1090,416,1577,596,1504,423,1636,1106,779,1396
"Pocillopora_acuta_HIv2___RNAseq.g16578.t1",192.018247257266,1.52095275254722,0.341950389797857,4.44787547528845,8.67237782237081e-06,0.00173722966444706,312,132,189,165,159,155,90,111,314,122,229
"Pocillopora_acuta_HIv2___RNAseq.g30215.t1",3656.37747213749,2.193871121651,0.562154757295494,3.90261061243283,9.5160726637851e-05,0.00852821369202074,4857,2593,789,1024,3163,2061,2272,1647,4541,2007,7986
"Pocillopora_acuta_HIv2___RNAseq.g25624.t1",236.20534069422,1.42350416458392,0.390950867708013,3.64113315038627,0.000271440699258339,0.0177267045932055,265,174,197,219,180,122,179,134,353,226,330
"Pocillopora_acuta_HIv2___RNAseq.g7894.t1",2895.06123657855,-1.2895419042327,0.340959029155823,-3.78210222919002,0.000155509468191911,0.0121485170207885,1629,6091,1947,2786,4394,4318,4694,3118,1599,2784,709
"Pocillopora_acuta_HIv2___TS.g179.t1",1411.70860389436,-5.5488085603914,1.42261001119882,-3.9004425082848,9.6017026277693e-05,0.0085678641293138,17,69,7180,4185,877,1443,1271,21,44,1573,37
"Pocillopora_acuta_HIv2___TS.g11581.t1",104.789248301941,2.84484044730119,0.857002797287617,3.31952294240463,0.000901713950655908,0.037239357697251,272,105,22,17,11,182,19,52,331,39,81
"Pocillopora_acuta_HIv2___RNAseq.g13037.t1",616.727312703032,0.545954690090719,0.160634761455117,3.39873315803607,0.000676987317835912,0.0316365495571988,815,641,514,530,684,634,596,573,758,706,396
"Pocillopora_acuta_HIv2___RNAseq.g7192.t1",109.141896998982,1.8373288995861,0.421609183678094,4.35789582085795,1.31318861412696e-05,0.00226557148692536,159,100,40,76,53,132,63,124,194,62,125
"Pocillopora_acuta_HIv2___RNAseq.g15911.t1",297.361575087269,-1.14313740935255,0.344004930409611,-3.32302623683736,0.000890465387530151,0.037097652922043,160,298,455,609,316,371,383,227,165,433,59
"Pocillopora_acuta_HIv2___RNAseq.g15126.t1",7225.14809026311,2.04778981138293,0.490413732009439,4.17563717678182,2.97153120262324e-05,0.00394337429209656,9989,3486,6937,8172,3058,4219,3783,2402,17256,2899,10157
"Pocillopora_acuta_HIv2___RNAseq.g19772.t1",628.555716069327,1.98484558399246,0.219702245941138,9.03425258804242,1.65126962788187e-19,1.70922919182053e-15,1257,390,466,310,379,428,315,365,1470,487,690
"Pocillopora_acuta_HIv2___RNAseq.g26099.t1",1092.23142938807,1.36000386800295,0.422353460802199,3.22006090685234,0.00128163363814054,0.0440006294805729,1232,867,784,660,967,830,713,1155,1061,1025,1590
"Pocillopora_acuta_HIv2___TS.g28455.t1",1849.89656388628,-2.05724073166182,0.543212366811849,-3.78717580333436,0.000152369296418509,0.0119937230967908,812,1270,5694,2938,1469,2028,3607,1095,776,2054,202
"Pocillopora_acuta_HIv2___TS.g906.t1",193.726618843085,-4.38997887865394,1.34788417990195,-3.25694072540661,0.00112619947783014,0.0415971140142091,11,9,1169,689,26,164,118,17,10,49,11
"Pocillopora_acuta_HIv2___TS.g2276.t1",91.2123193335502,1.04670375242275,0.320693005052293,3.26388083286092,0.0010989737803826,0.0414407198569775,185,89,62,70,102,71,56,107,130,86,55
"Pocillopora_acuta_HIv2___TS.g16789.t2",149.832524111454,1.5797709855313,0.43015183115568,3.67258923735594,0.000240105264219499,0.0161910722471403,215,81,145,76,144,84,78,142,229,84,217
"Pocillopora_acuta_HIv2___RNAseq.g15307.t1",95.1146181944335,-2.33244582211339,0.585407912451422,-3.98430867178779,6.76768579458148e-05,0.00707599148077908,34,118,58,149,109,107,259,73,13,202,12
"Pocillopora_acuta_HIv2___TS.g15363.t1",375.929135164777,-5.93623634965073,1.83436058621546,-3.23613383009827,0.00121160564335878,0.0431298362999168,7,0,1981,1443,99,517,161,9,6,185,6
"Pocillopora_acuta_HIv2___RNAseq.g14673.t1",82.4032595105115,-1.43014527076449,0.452760204224005,-3.15872565084566,0.0015846058384685,0.0493300903277817,60,83,125,79,149,99,95,133,17,109,17
"Pocillopora_acuta_HIv2___RNAseq.g17246.t1",178.751906873265,2.76639989149476,0.684647804003687,4.04061749021525,5.33106490893656e-05,0.00606393987608817,437,162,33,20,37,176,67,125,482,76,216
"Pocillopora_acuta_HIv2___TS.g11630.t1",577.585021191878,-2.62298459007109,0.649589376845944,-4.03791176944255,5.39291278421936e-05,0.00610076942398411,37,961,726,1243,263,2005,420,435,141,494,42
"Pocillopora_acuta_HIv2___RNAseq.g22746.t1",798.380137237863,1.39107300185699,0.434986316864815,3.19796956346401,0.0013839888691632,0.0454783136022486,1080,834,599,437,479,1338,375,706,1610,477,666
"Pocillopora_acuta_HIv2___RNAseq.g16888.t1b",778.815674927525,-0.72100422511777,0.211495319027635,-3.40907887906285,0.000651826295751635,0.030602858244282,670,1038,1359,869,1027,681,1138,717,569,602,305
"Pocillopora_acuta_HIv2___RNAseq.g1999.t1",134.062396222431,3.20240126915302,0.603304367401473,5.30810224853213,1.10772500263965e-07,6.37003416795726e-05,342,58,15,20,25,75,94,37,406,35,208
"Pocillopora_acuta_HIv2___RNAseq.g11477.t1",118.431507788558,-5.26739143346457,1.60137651457989,-3.28928979881188,0.00100440548795385,0.0392767713845386,12,12,699,177,16,110,184,0,0,201,2
"Pocillopora_acuta_HIv2___TS.g21955.t1b",129.85649745123,1.47434225239357,0.422360858915759,3.49071705218697,0.00048172613558647,0.0255005988043862,196,126,76,54,83,200,69,115,231,127,114
"Pocillopora_acuta_HIv2___RNAseq.g16764.t1",65.0132818741079,-3.67339747750015,0.864019324900118,-4.2515223579343,2.12322309174723e-05,0.00303137685830008,15,60,49,30,260,78,197,18,14,84,0
"Pocillopora_acuta_HIv2___RNAseq.g29529.t1",610.188518937332,-0.436134171790353,0.132668295938448,-3.28740313354668,0.00101115969111523,0.0392767713845386,496,741,765,656,813,667,656,756,556,721,211
"Pocillopora_acuta_HIv2___RNAseq.g1910.t1",486.081015717379,-3.69315425934445,0.960550328410595,-3.84483160341577,0.000120635252509856,0.010188962487304,58,1851,23,317,823,648,183,1432,61,445,15
"Pocillopora_acuta_HIv2___TS.g22073.t1",82.9837382239026,-1.52957243394926,0.451539011077402,-3.38746464076183,0.000705418094199202,0.0324523675246931,31,73,125,177,76,156,115,85,22,83,19
"Pocillopora_acuta_HIv2___RNAseq.g5982.t1",181.451159160221,1.22814019518191,0.30482676063361,4.02897761544658,5.60199515825366e-05,0.0062350808476434,307,184,151,83,163,174,118,111,401,170,132
"Pocillopora_acuta_HIv2___RNAseq.g17005.t1",41.004945684305,4.14880582052442,1.04231391454843,3.98038034666538,6.88050910033046e-05,0.00715780398970057,26,14,0,6,12,29,4,18,52,30,126
"Pocillopora_acuta_HIv2___TS.g5314.t1",13.3643378465361,-6.81065622976432,2.06062620003809,-3.30513910268559,0.000949292728487587,0.0378191764699264,0,0,60,7,22,23,33,0,0,17,0
"Pocillopora_acuta_HIv2___TS.g17237.t1",76.203230065157,1.72848518648432,0.525858363857082,3.28697859592111,0.00101268530590135,0.0392767713845386,125,86,36,31,33,125,34,62,169,57,63
"Pocillopora_acuta_HIv2___RNAseq.g16301.t1",364.354888325358,1.56293752267812,0.492427309498029,3.17394566168831,0.00150381841036349,0.0478218874521427,374,205,316,315,218,294,329,147,425,282,614
"Pocillopora_acuta_HIv2___TS.g29364.t1",131.967104519464,0.940807162047251,0.295846500424414,3.18005168456478,0.00147248786822661,0.0470423516173261,187,100,163,98,126,141,96,99,220,90,109
"Pocillopora_acuta_HIv2___RNAseq.g326.t1",80.9305698180211,2.18827352742372,0.433226583361013,5.05110630665109,4.39258506919461e-07,0.00018558223694381,180,44,35,30,51,80,46,81,242,33,60
"Pocillopora_acuta_HIv2___RNAseq.g25760.t2",2027.72013967029,1.48954845697562,0.335353766254209,4.44172276224413,8.92414941969662e-06,0.00174290321968452,2997,1378,1034,1410,1977,1839,1583,1432,2567,1788,2634
"Pocillopora_acuta_HIv2___RNAseq.g19601.t1a",586.804729298704,1.27260751232394,0.383836087299434,3.3154973032308,0.000914802237214869,0.0372933363853927,674,489,458,501,564,544,326,553,645,423,774
"Pocillopora_acuta_HIv2___RNAseq.g19150.t1",128.549801306823,-1.02398682718095,0.321883361093717,-3.18123566158119,0.00146648284396508,0.0469955539253328,68,186,188,171,146,110,237,126,129,129,27
"Pocillopora_acuta_HIv2___RNAseq.g23290.t1",335.84016961573,1.22404522479585,0.311927565502876,3.92413290830035,8.70426738020855e-05,0.00815365354321617,476,250,314,227,271,257,272,228,430,357,395
"Pocillopora_acuta_HIv2___RNAseq.g21754.t2a",2215.692192365,-0.556058189661163,0.173444016255045,-3.20598082117457,0.00134602959435212,0.0448719881840217,2030,3053,2405,2547,2773,2519,2811,2656,1907,2582,563
"Pocillopora_acuta_HIv2___RNAseq.g10861.t1",14.8652751383442,-6.78450093165709,1.8896746120028,-3.59030114950131,0.00033029612963159,0.0203679844805355,0,4,87,28,11,22,9,0,0,16,0
"Pocillopora_acuta_HIv2___RNAseq.g14056.t1",1423.14313350435,-0.682348349795709,0.216497207233531,-3.15176513598014,0.00162286751203701,0.0499949452889735,1131,2009,1978,1894,1893,1585,1510,1760,1178,1207,398
